,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
123,CBS,Thu Mar 01 13:50:11 +0000 2018,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",0.0,0.0,1.0,0.0,24
124,CBS,Thu Mar 01 01:04:52 +0000 2018,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,0.0,0.0,1.0,0.0,25
125,CBS,Wed Feb 28 19:56:58 +0000 2018,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",0.0,0.0,1.0,0.0,26
126,CBS,Wed Feb 28 19:08:30 +0000 2018,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",0.4404,0.116,0.884,0.0,27
127,CBS,Tue Feb 27 03:23:47 +0000 2018,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,0.5562,0.152,0.848,0.0,28
128,CBS,Mon Feb 26 22:50:32 +0000 2018,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",0.0,0.0,1.0,0.0,29
129,CBS,Mon Feb 26 21:08:30 +0000 2018,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",0.0,0.0,1.0,0.0,30
130,CBS,Mon Feb 26 19:53:41 +0000 2018,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",0.4482,0.105,0.895,0.0,31
131,CBS,Mon Feb 26 18:32:36 +0000 2018,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.784,0.266,0.734,0.0,32
132,CBS,Mon Feb 26 18:20:16 +0000 2018,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,0.9359,0.429,0.571,0.0,33
133,CBS,Mon Feb 26 16:53:56 +0000 2018,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",-0.5423,0.0,0.816,0.184,34
134,CBS,Mon Feb 26 16:52:01 +0000 2018,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,1.0,0.0,35
135,CBS,Mon Feb 26 16:17:55 +0000 2018,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",0.0,0.0,1.0,0.0,36
136,CBS,Mon Feb 26 01:12:32 +0000 2018,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.7644,0.231,0.769,0.0,37
137,CBS,Sun Feb 25 21:51:32 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.0,0.0,1.0,0.0,38
138,CBS,Sun Feb 25 21:51:22 +0000 2018,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",0.0,0.0,1.0,0.0,39
139,CBS,Fri Feb 23 18:15:40 +0000 2018,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,0.5093,0.155,0.845,0.0,40
140,CBS,Thu Feb 22 19:26:52 +0000 2018,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,1.0,0.0,41
141,CBS,Wed Feb 21 19:20:04 +0000 2018,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,0.0,0.0,1.0,0.0,42
142,CBS,Wed Feb 21 18:19:25 +0000 2018,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.6808,0.248,0.752,0.0,43
143,CBS,Tue Feb 20 19:55:19 +0000 2018,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.4404,0.116,0.884,0.0,44
144,CBS,Tue Feb 20 17:58:18 +0000 2018,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",-0.4019,0.0,0.881,0.119,45
145,CBS,Tue Feb 20 17:39:51 +0000 2018,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,0.3612,0.128,0.872,0.0,46
146,CBS,Sat Feb 17 01:07:20 +0000 2018,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.6124,0.227,0.773,0.0,47
147,CBS,Fri Feb 16 18:42:43 +0000 2018,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",0.3182,0.108,0.892,0.0,48
148,CBS,Fri Feb 16 17:48:20 +0000 2018,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.68,0.248,0.752,0.0,49
149,CBS,Wed Feb 14 19:23:27 +0000 2018,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,0.8619,0.466,0.534,0.0,50
150,CBS,Tue Feb 13 20:03:56 +0000 2018,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.0,0.0,1.0,0.0,51
151,CBS,Tue Feb 13 18:54:52 +0000 2018,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.7506,0.252,0.748,0.0,52
152,CBS,Mon Feb 12 18:49:45 +0000 2018,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,1.0,0.0,53
153,CBS,Mon Feb 12 01:32:33 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,0.0,1.0,0.0,54
154,CBS,Fri Feb 09 00:50:01 +0000 2018,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,0.8478,0.304,0.696,0.0,55
155,CBS,Thu Feb 08 16:09:35 +0000 2018,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,-0.5859,0.0,0.814,0.186,56
156,CBS,Wed Feb 07 18:35:19 +0000 2018,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",0.0516,0.066,0.934,0.0,57
157,CBS,Wed Feb 07 16:17:48 +0000 2018,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",0.5574,0.312,0.536,0.152,58
158,CBS,Tue Feb 06 22:21:39 +0000 2018,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",0.0,0.0,1.0,0.0,59
159,CBS,Tue Feb 06 17:05:49 +0000 2018,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",0.0772,0.121,0.773,0.106,60
160,CBS,Sun Feb 04 15:35:36 +0000 2018,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",0.0,0.0,1.0,0.0,61
161,CBS,Sun Feb 04 12:00:01 +0000 2018,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",0.1531,0.118,0.882,0.0,62
162,CBS,Sat Feb 03 23:11:43 +0000 2018,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,0.0,0.0,1.0,0.0,63
163,CBS,Sat Feb 03 12:00:07 +0000 2018,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",0.8268,0.338,0.662,0.0,64
164,CBS,Fri Feb 02 22:36:13 +0000 2018,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,-0.0772,0.0,0.925,0.075,65
165,CBS,Fri Feb 02 20:07:40 +0000 2018,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",0.4019,0.144,0.856,0.0,66
166,CBS,Fri Feb 02 19:03:33 +0000 2018,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,0.4003,0.124,0.876,0.0,67
167,CBS,Fri Feb 02 17:23:18 +0000 2018,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,0.6114,0.166,0.834,0.0,68
168,CBS,Thu Feb 01 22:04:41 +0000 2018,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,0.0,0.0,1.0,0.0,69
169,CBS,Thu Feb 01 20:09:49 +0000 2018,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",0.0,0.0,1.0,0.0,70
170,CBS,Wed Jan 31 21:42:15 +0000 2018,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",0.1139,0.088,0.912,0.0,71
171,CBS,Wed Jan 31 17:05:47 +0000 2018,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,0.1007,0.135,0.75,0.115,72
172,CBS,Wed Jan 31 16:37:17 +0000 2018,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",0.4588,0.188,0.812,0.0,73
173,CBS,Wed Jan 31 06:55:30 +0000 2018,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,0.1779,0.126,0.779,0.095,74
174,CBS,Wed Jan 31 02:15:16 +0000 2018,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",-0.2263,0.179,0.569,0.252,75
175,CBS,Wed Jan 31 01:58:40 +0000 2018,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",-0.4767,0.0,0.744,0.256,76
176,CBS,Wed Jan 31 01:52:46 +0000 2018,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",0.4939,0.256,0.625,0.119,77
177,CBS,Wed Jan 31 01:49:43 +0000 2018,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",0.5093,0.19,0.81,0.0,78
178,CBS,Wed Jan 31 01:31:27 +0000 2018,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,0.8261,0.434,0.566,0.0,79
179,CBS,Wed Jan 31 01:29:10 +0000 2018,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,0.8309,0.414,0.586,0.0,80
180,CBS,Wed Jan 31 01:24:16 +0000 2018,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,0.6588,0.386,0.614,0.0,81
181,CBS,Wed Jan 31 01:18:37 +0000 2018,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,-0.5106,0.0,0.602,0.398,82
182,CBS,Wed Jan 31 01:17:37 +0000 2018,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,0.0,0.0,1.0,0.0,83
183,CBS,Wed Jan 31 01:16:15 +0000 2018,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,0.7525,0.349,0.651,0.0,84
184,CBS,Wed Jan 31 01:08:01 +0000 2018,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌,0.0,0.0,1.0,0.0,85
185,CBS,Wed Jan 31 01:04:34 +0000 2018,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,0.8516,0.58,0.42,0.0,86
186,CBS,Wed Jan 31 01:00:35 +0000 2018,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,0.8442,0.351,0.649,0.0,87
187,CBS,Wed Jan 31 00:55:04 +0000 2018,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd,0.923,0.406,0.594,0.0,88
188,CBS,Wed Jan 31 00:37:20 +0000 2018,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg",0.5994,0.206,0.794,0.0,89
189,CBS,Wed Jan 31 00:11:53 +0000 2018,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5",0.8834,0.407,0.593,0.0,90
190,CBS,Tue Jan 30 23:35:01 +0000 2018,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98,0.8553,0.276,0.724,0.0,91
191,CBS,Tue Jan 30 21:19:22 +0000 2018,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN,0.8553,0.306,0.694,0.0,92
192,CBS,Tue Jan 30 18:46:04 +0000 2018,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5",0.9215,0.391,0.609,0.0,93
193,CBS,Tue Jan 30 16:00:02 +0000 2018,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli,0.0,0.0,1.0,0.0,94
194,CBS,Tue Jan 30 04:03:31 +0000 2018,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN",0.5994,0.187,0.813,0.0,95
195,CBS,Tue Jan 30 03:17:51 +0000 2018,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN,0.6908,0.289,0.711,0.0,96
196,CBS,Tue Jan 30 02:12:15 +0000 2018,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6,0.0,0.0,1.0,0.0,97
197,CBS,Tue Jan 30 01:29:06 +0000 2018,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22,-0.296,0.0,0.885,0.115,98
198,CBS,Tue Jan 30 00:11:05 +0000 2018,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR,0.0,0.0,1.0,0.0,99
199,CBS,Mon Jan 29 22:45:21 +0000 2018,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu,0.3818,0.115,0.885,0.0,100
200,CNN,Sun Mar 11 17:30:04 +0000 2018,"CNN Exclusive: The more opioids doctors prescribe, the more money they make https://t.co/eAXuBJ1diw https://t.co/gcrT4jfpiU",0.128,0.103,0.897,0.0,1
201,CNN,Sun Mar 11 17:15:06 +0000 2018,Wall Street is still trying to figure out which President Trump it'll get https://t.co/CYmOnyOIZW https://t.co/fFPsFhDTEu,0.0,0.0,1.0,0.0,2
202,CNN,Sun Mar 11 17:01:09 +0000 2018,"The papacy has ruled for 2,000 years. Now go back to the beginning of the Pope’s rise to power. #Pope premieres ton… https://t.co/gI3SrvhHav",0.0,0.0,1.0,0.0,3
203,CNN,Sun Mar 11 16:45:10 +0000 2018,"President Trump brags about his party's ""5-0"" record in House special elections https://t.co/vPSCfNDYeF https://t.co/imHxAcVfCB",0.4019,0.172,0.828,0.0,4
204,CNN,Sun Mar 11 16:30:07 +0000 2018,Northeast prepares for its 3rd winter storm in the past 10 days https://t.co/JoTRQetMZY https://t.co/Jc6CQmUv7G,0.0,0.0,1.0,0.0,5
205,CNN,Sun Mar 11 16:16:06 +0000 2018,"""Frankly, I just don't see how any senator can vote to weaken the regulations on Wall Street banks."" Democratic Sen… https://t.co/UElyMlyCl7",-0.4215,0.0,0.872,0.128,6
206,CNN,Sun Mar 11 16:00:11 +0000 2018,Customers of a restaurant and a pub in the UK have been urged to wash their clothes as a precaution after traces of… https://t.co/D6mdjVheg6,0.0,0.0,1.0,0.0,7
207,CNN,Sun Mar 11 15:45:52 +0000 2018,"""We can't do what we did with Iran and let off the pressure and then just watch the behavior go in the wrong direct… https://t.co/Z8knp3MEam",-0.6486,0.0,0.813,0.187,8
208,CNN,Sun Mar 11 15:30:12 +0000 2018,"US Defense Secretary James Mattis warns Syria against using chemical weapons, doubts Russian missile claims… https://t.co/SS2g8Prnq1",-0.6124,0.075,0.6,0.325,9
209,CNN,Sun Mar 11 15:00:15 +0000 2018,"66% of Millennials have nothing saved for retirement, a new report shows. Of those who do save, most have less than… https://t.co/LV5n4lhDKy",0.2187,0.13,0.774,0.095,10
210,CNN,Sun Mar 11 14:45:03 +0000 2018,Video games do not teach people to become shooters in real life | By Lindsay Grace via @CNNOpinion… https://t.co/To5tJkefdd,0.4215,0.141,0.859,0.0,11
211,CNN,Sun Mar 11 14:30:10 +0000 2018,"Local law says that ""every head of household residing in the city limits is required to maintain a firearm"" in Kenn… https://t.co/Nf0Lm30jOd",0.0,0.0,1.0,0.0,12
212,CNN,Sun Mar 11 14:15:07 +0000 2018,11 tax deductions and other ways to cut your 2017 tax bill https://t.co/jq7skCHDUf https://t.co/EJkXr8jlW9,-0.2732,0.0,0.861,0.139,13
213,CNN,Sun Mar 11 14:03:27 +0000 2018,"Oprah says she's ""not running for office,""  but her advice for someone who might is ""do not give your energy to the… https://t.co/n2iTxgYjrl",-0.3007,0.0,0.908,0.092,14
214,CNN,Sun Mar 11 14:01:04 +0000 2018,11 tax deductions and other ways to cut your 2017 tax bill https://t.co/QQ1nZJEfRJ https://t.co/D2DABt7h1W,-0.2732,0.0,0.861,0.139,15
215,CNN,Sun Mar 11 13:31:02 +0000 2018,"Anthony C. Acevedo, the first Mexican-American to register as a Holocaust survivor, was a World War II medic and on… https://t.co/IQ14hNQBWr",-0.34,0.107,0.726,0.167,16
216,CNN,Sun Mar 11 13:28:03 +0000 2018,Sen. Elizabeth Warren: “I am not running for president in 2020” https://t.co/0dy8gxtdRw https://t.co/M99yjYnqvR,0.0,0.0,1.0,0.0,17
217,CNN,Sun Mar 11 13:22:14 +0000 2018,"Sen. Elizabeth Warren: ""I want the President to succeed … but I am very worried he is going to go into these negoti… https://t.co/Q3DQPYof0Y",-0.2475,0.128,0.745,0.127,18
218,CNN,Sun Mar 11 13:20:57 +0000 2018,"Sen. Elizabeth Warren: ""I am very glad to see this administration move toward a diplomatic approach to North Korea”… https://t.co/bFt8iWwzKq",0.5095,0.155,0.845,0.0,19
219,CNN,Sun Mar 11 13:14:35 +0000 2018,"GOP Sen. Ron Johnson of Wisconsin: “It’s just incredibly important to, I would say, ratchet up the sanctions agains… https://t.co/9tuearvy9f",0.2716,0.104,0.896,0.0,20
220,CNN,Sun Mar 11 13:01:02 +0000 2018,This photographer snaps cancer-stricken kids as superheroes https://t.co/bRrWqqIk7r https://t.co/5MFEqEFbMw,0.0,0.0,1.0,0.0,21
221,CNN,Sun Mar 11 12:31:03 +0000 2018,"Barbie unveiled dolls based on real-life figures including Amelia Earhart, Frida Kahlo, Katherine Johnson and Chloe… https://t.co/Ss8N6WEbY4",0.0,0.0,1.0,0.0,22
222,CNN,Sun Mar 11 12:01:04 +0000 2018,"66% of Millennials have nothing saved for retirement, a new report shows. Of those who do save, most have less than… https://t.co/3MB6jMLDON",0.2187,0.13,0.774,0.095,23
223,CNN,Sun Mar 11 11:31:07 +0000 2018,"Inspired by her travels, this artist paints stunning pictures on tea bags https://t.co/O8piOHSRFL https://t.co/HZSii2dacL",0.7003,0.326,0.674,0.0,24
224,CNN,Sun Mar 11 11:01:05 +0000 2018,"Local law says that ""every head of household residing in the city limits is required to maintain a firearm"" in Kenn… https://t.co/2R3nT6dWU7",0.0,0.0,1.0,0.0,25
225,CNN,Sun Mar 11 10:31:02 +0000 2018,"""They could divorce. They could own property. They had many rights that women in subsequent civilizations didn't ha… https://t.co/5897yT64XL",0.0,0.0,1.0,0.0,26
226,CNN,Sun Mar 11 10:01:02 +0000 2018,"These high-performance cars, which are priced in the millions, can't be legally driven on public roads… https://t.co/xF15GOjWIb",-0.0762,0.0,0.925,0.075,27
227,CNN,Sun Mar 11 09:31:04 +0000 2018,"""Dumpster fire"" is in the Merriam-Webster dictionary now, defined as ""an utterly calamitous or mismanaged situation… https://t.co/oMS9hLU8Lx",-0.4588,0.0,0.789,0.211,28
228,CNN,Sun Mar 11 09:01:05 +0000 2018,"Child marriage is declining, a new UNICEF report says - but 12 million girls are still married in childhood every y… https://t.co/DAUZ1yVebf",0.0,0.0,1.0,0.0,29
229,CNN,Sun Mar 11 08:31:04 +0000 2018,"Scientists unravel the mystery of the Roman ""gate to hell,"" which was thought to belch a ""breath of death"" that cau… https://t.co/WJbHlsGepb",-0.5994,0.0,0.837,0.163,30
230,CNN,Sun Mar 11 08:30:48 +0000 2018,"China's largely ceremonial parliament endorses a constitutional amendment, paving the way for President Xi Jinping… https://t.co/RCTC01CJUz",0.34,0.146,0.854,0.0,31
231,CNN,Sun Mar 11 08:15:05 +0000 2018,"Find out who and what is making big waves in the worlds of tech, media and innovation. Sign up for PACIFIC, CNN’s n… https://t.co/V8Ln7DhjHo",0.3818,0.102,0.898,0.0,32
232,CNN,Sun Mar 11 08:01:03 +0000 2018,Facebook robots may one day follow you around at home https://t.co/urKEOzSzgF https://t.co/t1dARIPBBS,0.0,0.0,1.0,0.0,33
233,CNN,Sun Mar 11 07:31:03 +0000 2018,"Fake news travels at a markedly faster rate on Twitter than accurate information, a new study finds… https://t.co/kpbDwphXbN",-0.4767,0.0,0.829,0.171,34
234,CNN,Sun Mar 11 07:01:03 +0000 2018,Uber says it has started using self-driving trucks to haul freight in Arizona https://t.co/r5bQPtepzj https://t.co/Fdxg8DUHHI,0.0,0.0,1.0,0.0,35
235,CNN,Sun Mar 11 06:59:06 +0000 2018,Former White House press secretary Jay Carney says the role he once held has become unrecognizable under President… https://t.co/K3qLcWnL4R,0.0,0.0,1.0,0.0,36
236,CNN,Sun Mar 11 06:30:08 +0000 2018,"""Black Panther"" to cross $1 billion worldwide in less than a month https://t.co/wJzaL36egw https://t.co/4uiuQSt2CG",0.0,0.0,1.0,0.0,37
237,CNN,Sun Mar 11 06:01:04 +0000 2018,"Over 1.3 million live animals and plants, and a similar number of animal skins, have been exported from Africa to A… https://t.co/fHImyRVV9l",0.0772,0.061,0.939,0.0,38
238,CNN,Sun Mar 11 05:46:00 +0000 2018,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/Tm73ZWcpn9,0.0,0.0,1.0,0.0,39
239,CNN,Sun Mar 11 05:31:05 +0000 2018,Bones found on a remote Pacific island almost eight decades ago likely are those of pioneering pilot Amelia Earhart… https://t.co/MtqRDZ4kgB,0.0,0.0,1.0,0.0,40
240,CNN,Sun Mar 11 05:16:00 +0000 2018,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/aRZHkrFLDL",0.25,0.1,0.9,0.0,41
