,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
373,Fox,Tue Mar 06 10:38:14 +0000 2018,RT @QVWCmelb: ‘We all care. How do we translate that into action? The data shows that we won’t get to gender pay equity for another 50 year…,0.4215,0.108,0.845,0.047,74
374,Fox,Tue Mar 06 07:49:18 +0000 2018,RT @QVWCmelb: ‘In 2018 we shouldn’t be talking about STEM education. We should be talking about algorithm design. It’s a human right and sh…,0.0,0.0,1.0,0.0,75
375,Fox,Tue Mar 06 06:29:05 +0000 2018,"RT @MandelaSH: 9 in 10 VCs are White and Asian men
9 in 10 VC-backed founders are White and Asian men
Coincidence? 🤔",0.0,0.0,1.0,0.0,76
376,Fox,Tue Mar 06 01:15:21 +0000 2018,RT @ikasliwal: A hard truth about women's spaces in Slack https://t.co/NBjHCGD3yN,0.2263,0.197,0.684,0.12,77
377,Fox,Tue Mar 06 01:14:33 +0000 2018,"RT @aahunsberger: Words matter. I have been called all these things. 

I am not aggressive. I am assertive - I know what i want. 
I am not…",0.2129,0.184,0.816,0.0,78
378,Fox,Tue Mar 06 00:01:31 +0000 2018,"When your neighbourhood coffee shop plays Jungle (loud) and brings you bottomless filter. ❤️

https://t.co/8pq3hOhZF7",0.25,0.125,0.875,0.0,79
379,Fox,Mon Mar 05 23:30:12 +0000 2018,"Claiming care and commitment to diversity and inclusion, charging for tickets, having sponsors but NOT PAYING speak… https://t.co/WVbD6YOw9r",0.4404,0.196,0.804,0.0,80
380,Fox,Mon Mar 05 23:27:14 +0000 2018,Any diversity and inclusion event not paying their speakers is perpetuating systems of injustice and the precedent… https://t.co/N7mARvzGJf,-0.5719,0.0,0.821,0.179,81
381,Fox,Mon Mar 05 23:24:01 +0000 2018,Evergreen mood. https://t.co/46SrAc4PKY,0.0,0.0,1.0,0.0,82
382,Fox,Mon Mar 05 23:18:56 +0000 2018,"RT @projectinclude: Did you know: the pay gap between white women and women of color is the fastest growing income inequality there is, acc…",0.0772,0.068,0.876,0.056,83
383,Fox,Mon Mar 05 20:53:25 +0000 2018,@ohhoe I have called out that guy multiple times and all I got was hostile snark. I wouldn’t expect much from him a… https://t.co/3fzrczcPHj,-0.3818,0.0,0.885,0.115,84
384,Fox,Mon Mar 05 07:21:53 +0000 2018,I think my level of stress and exhaustion warrants a silent yoga and meditation retreat,-0.5423,0.105,0.585,0.31,85
385,Fox,Mon Mar 05 07:13:40 +0000 2018,@vaurorapub @sw All I ask is one day when I don’t have to bend backwards to prove I’m “worthy” and “exceptional”,0.0,0.0,1.0,0.0,86
386,Fox,Mon Mar 05 07:12:10 +0000 2018,"@decryption The NYT article is horrible and doing a massive disservice. Nonetheless, research about the founders is… https://t.co/2ofMnMgbDT",-0.5423,0.0,0.821,0.179,87
387,Fox,Mon Mar 05 06:55:03 +0000 2018,"@sw Truth. I got used to the term, but I should ditch it.",0.1655,0.142,0.858,0.0,88
388,Fox,Mon Mar 05 06:37:09 +0000 2018,"@notwaldorf The amount of white, privileged feminism I see is as disturbing as Twitter feminism bios. Sob.

Actions and allyship or leave.",-0.3818,0.11,0.644,0.246,89
389,Fox,Mon Mar 05 06:36:44 +0000 2018,@ezyjules ughhhhhhhhh,0.0,0.0,1.0,0.0,90
390,Fox,Mon Mar 05 06:35:06 +0000 2018,"This, with a special dedication for white, privileged, non-intersectional feminists. https://t.co/UwPxpfnUej",0.6808,0.412,0.588,0.0,91
391,Fox,Mon Mar 05 06:33:54 +0000 2018,"@decryption You also haven’t done your homework to check who actually the person running Lumineer is, because if yo… https://t.co/Flb13H9M65",0.0,0.0,1.0,0.0,92
392,Fox,Mon Mar 05 06:33:16 +0000 2018,@decryption Hi Anthony. I’m really disappointed in the Sizzle. You’ve written a horribly harmful piece of content a… https://t.co/kpTJ9RhcI3,-0.7778,0.0,0.702,0.298,93
393,Fox,Mon Mar 05 06:26:21 +0000 2018,"RT @notwaldorf: At some point in my 30s I became a party pooper feminist. Inclusion is more than straight white women. It’s trans women, bl…",0.5965,0.189,0.811,0.0,94
394,Fox,Mon Mar 05 05:18:28 +0000 2018,Reality comes at you fast. https://t.co/FYdgWyz6Ww,0.0,0.0,1.0,0.0,95
395,Fox,Mon Mar 05 02:01:34 +0000 2018,"@ellehardytweets @sw has been advocating &amp; working against exclusionary, toxic tech culture for decades (here’s a p… https://t.co/NbdO7yxlYw",0.0,0.0,1.0,0.0,96
396,Fox,Mon Mar 05 00:48:47 +0000 2018,"RT @meelijane: Know any women looking to make a jump into UX? @codelikeagirlau and @academyxi are joining forces to offer a sweet $10K, 10-…",0.4588,0.125,0.875,0.0,97
397,Fox,Mon Mar 05 00:27:32 +0000 2018,@superhighfives I need beach in my life stat,0.0,0.0,1.0,0.0,98
398,Fox,Sun Mar 04 23:39:43 +0000 2018,"Number of times I got asked to provide D&amp;I advice: countless.

Number of times I gave actionable D&amp;I advice for fre… https://t.co/81UejD06DI",0.1531,0.126,0.874,0.0,99
399,nytimes,Sun Mar 11 17:24:34 +0000 2018,"RT @maureendowd: Rebecca Miller makes a movie, grappling with her father's legacy, her hidden brother, and, inevitably, Marilyn Monroe.

ht…",0.0,0.0,1.0,0.0,1
400,nytimes,Sun Mar 11 17:16:00 +0000 2018,"Bono apologized and said he was ""furious"" after former employees of a charity he co-founded accused managers of bul… https://t.co/N1Rkdf8Qjo",0.4404,0.219,0.687,0.094,2
401,nytimes,Sun Mar 11 17:01:05 +0000 2018,The program was intended to reintegrate soldiers into civilian life. Friday’s shooting at a California veterans hom… https://t.co/sHRPr4f1Sb,0.0,0.0,1.0,0.0,3
402,nytimes,Sun Mar 11 16:46:02 +0000 2018,GAAAAAAHHH! https://t.co/RY2PFkqU5Y,0.0,0.0,1.0,0.0,4
403,nytimes,Sun Mar 11 16:31:08 +0000 2018,"RT @MujMash: Around this time 2001 the Taliban destroyed the Bamiyan Buddhas.
Their frames still stand tall in the valley.
“The Buddhas wer…",-0.4939,0.0,0.873,0.127,5
404,nytimes,Sun Mar 11 16:16:09 +0000 2018,Trump’s seemingly unstoppable series of erratic moves has helped cast China as the more stable power in Asia https://t.co/w0KT9IUqe7,0.1761,0.117,0.798,0.085,6
405,nytimes,Sun Mar 11 16:01:08 +0000 2018,We want to hear how college students handle consent for sexual intimacy in relationships and encounters https://t.co/FRVOuFyp23,0.296,0.176,0.824,0.0,7
406,nytimes,Sun Mar 11 15:46:02 +0000 2018,President Xi Jinping has set China on course to follow his hard-line authoritarian rule far into the future https://t.co/ZNBzhGP6KQ,0.0,0.0,1.0,0.0,8
407,nytimes,Sun Mar 11 15:31:05 +0000 2018,"RT @malika_andrews: It’s selection Sunday! After a season riddled with setbacks, Louisville believes it has done enough to have its name ca…",0.0,0.0,1.0,0.0,9
408,nytimes,Sun Mar 11 15:16:03 +0000 2018,Stephen Bannon and Marine Le Pen met in a symbolic embrace in France. It was not clear whether the encounter would… https://t.co/VOsQfDpp1a,0.0299,0.098,0.809,0.093,10
409,nytimes,Sun Mar 11 15:05:13 +0000 2018,"Charmaine Pruitt, a black evangelical, thought she had found a spiritual home at a white-majority church. Then came… https://t.co/2jhkWQoKpo",0.0,0.0,1.0,0.0,11
410,nytimes,Sun Mar 11 14:46:04 +0000 2018,Trump has staked his reputation as a deal maker on the presumption that he can personally achieve what no other pre… https://t.co/uoydgUbADf,-0.296,0.0,0.901,0.099,12
411,nytimes,Sun Mar 11 14:31:06 +0000 2018,In an effort to better understand the top chief executives — where they’re coming from and how they deal with the c… https://t.co/0F3Errf58a,0.5719,0.19,0.81,0.0,13
412,nytimes,Sun Mar 11 14:17:01 +0000 2018,"RT @motokorich: For Asia, Trump's willingness to meet Kim Jong-un averts--at least for now--the threat of nuclear conflict. Then again, the…",-0.5574,0.081,0.698,0.221,14
413,nytimes,Sun Mar 11 14:01:43 +0000 2018,"Modern Love: ""From the moment our daughter wakes to the moment she goes to sleep, we are engaged in a waltz with pe… https://t.co/1GLvH9ouWQ",0.7845,0.247,0.753,0.0,15
414,nytimes,Sun Mar 11 13:45:07 +0000 2018,Here are some of the highlights of the past week https://t.co/gSh2fxDPD8,0.0,0.0,1.0,0.0,16
415,nytimes,Sun Mar 11 13:41:06 +0000 2018,Bono Apologizes as Accusations of Abuse Hit Charity He Co-Founded https://t.co/qhfChDlonA,-0.296,0.282,0.372,0.346,17
416,nytimes,Sun Mar 11 13:15:06 +0000 2018,"Stephen Bannon, the exiled Trump adviser, is done wrecking the American establishment. His next mission? Training E… https://t.co/5vhAFL7cWy",0.0,0.0,1.0,0.0,18
417,nytimes,Sun Mar 11 12:45:03 +0000 2018,President Trump is in discussions with a lawyer who represented Bill Clinton during the impeachment process about j… https://t.co/yQWnJirGpP,0.0,0.0,1.0,0.0,19
418,nytimes,Sun Mar 11 12:15:03 +0000 2018,"The Kushner and Trump families have been stepping up their real estate collaborations, blurring the line between fa… https://t.co/wjU7n0cpbW",0.0,0.0,1.0,0.0,20
419,nytimes,Sun Mar 11 12:06:03 +0000 2018,"Contributing Op-Ed Writer: YouTube, the Great Radicalizer https://t.co/DYj4CcKsD9",0.6249,0.369,0.631,0.0,21
420,nytimes,Sun Mar 11 12:00:13 +0000 2018,"Emily Warren Roebling was not an engineer. But when her husband fell ill, she oversaw the construction and completi… https://t.co/7Ggw4LPRdk",-0.4215,0.0,0.872,0.128,22
421,nytimes,Sun Mar 11 11:45:02 +0000 2018,Midwestern farmers could become collateral damage from retaliation against American tariffs https://t.co/fePAD3pZ7T,-0.4939,0.0,0.775,0.225,23
422,nytimes,Sun Mar 11 11:15:05 +0000 2018,“These regulations were written with human blood.” Safety rules adopted after the Deepwater Horizon disaster are a… https://t.co/lRxMuPECzk,-0.3182,0.122,0.699,0.179,24
423,nytimes,Sun Mar 11 10:50:06 +0000 2018,Prime Minister Justin Trudeau of Canada has appointed the first permanent female leader of the Royal Canadian Mount… https://t.co/R4AReaxMxU,0.0,0.0,1.0,0.0,25
424,nytimes,Sun Mar 11 10:31:39 +0000 2018,"In Chile, a Billionaire Takes the Reins From a Socialist, Again https://t.co/wiFa3t6bzK",0.0,0.0,1.0,0.0,26
425,nytimes,Sun Mar 11 10:23:38 +0000 2018,"The worlds of drug marketing and TV entertainment are blurring. Take a look at a recent episode of ""black-ish."" https://t.co/KvyFSyAIUO",0.4215,0.141,0.859,0.0,27
426,nytimes,Sun Mar 11 10:05:10 +0000 2018,Donald Trump’s election shook one Ohio man so badly he swore off all political news. But what are the ethics of ign… https://t.co/srVJ0dS1Pn,-0.6588,0.0,0.796,0.204,28
427,nytimes,Sun Mar 11 09:59:54 +0000 2018,"On College Basketball: As N.C.A.A. Field Comes Together, Integrity Is on the Bubble https://t.co/ai34W61OpN",0.3818,0.167,0.833,0.0,29
428,nytimes,Sun Mar 11 09:56:16 +0000 2018,‘Saturday Night Live’ Parodies ‘The Bachelor’ With Another Kind of Breakup https://t.co/32ZNhuG68s,0.0,0.0,1.0,0.0,30
429,nytimes,Sun Mar 11 09:33:44 +0000 2018,G.O.P. Rushed to Pass Tax Overhaul. Now It May Need to Be Altered. https://t.co/8GV1VyeNY1,0.0,0.0,1.0,0.0,31
430,nytimes,Sun Mar 11 09:26:23 +0000 2018,"Vows: From Crayons to Chemo, He’s Back by Her Side https://t.co/khs9VanuQm",0.0,0.0,1.0,0.0,32
431,nytimes,Sun Mar 11 09:22:46 +0000 2018,"City Kitchen: A Take on Shepherd’s Pie, Straight From the Farm https://t.co/H5d5NlBJgC",0.2263,0.16,0.84,0.0,33
432,nytimes,Sun Mar 11 09:15:40 +0000 2018,How Do You Teach People to Love Difficult Music? https://t.co/pGIZHTO278,0.4019,0.286,0.544,0.17,34
433,nytimes,Sun Mar 11 09:11:57 +0000 2018,"At the Hayden Planetarium, a Joyride Across the Cosmos https://t.co/WNi6IWjjJp",0.2732,0.208,0.792,0.0,35
434,nytimes,Sun Mar 11 09:11:12 +0000 2018,"In Opinion

Op-Ed contributors John McCain and Angelina Jolie write, ""Around the world, there is profound concern t… https://t.co/vVHUdWVe0o",0.0,0.0,1.0,0.0,36
435,nytimes,Sun Mar 11 08:54:01 +0000 2018,President Trump will convene with a group of leaders who have criticized his statements and policies on immigration https://t.co/nv9rMEIPon,-0.3612,0.0,0.872,0.128,37
436,nytimes,Sun Mar 11 08:50:24 +0000 2018,China’s Xi Wins Constitutional Backing for New Strongman Era https://t.co/M3WNKiEPkv,0.6705,0.481,0.519,0.0,38
437,nytimes,Sun Mar 11 08:32:10 +0000 2018,"If you’re worried about the stock market, find someone to give you a hug. Let us explain. https://t.co/Ba4T4wFNT7",0.2263,0.153,0.739,0.108,39
438,nytimes,Sun Mar 11 08:16:01 +0000 2018,"""I'm a little rusty, but it doesn't matter,"" Serena Williams said to the crowd. ""I'm just out here on this journey… https://t.co/7oUOEYBDZa",0.0,0.0,1.0,0.0,40
439,nytimes,Sun Mar 11 07:58:03 +0000 2018,Some British schools are encouraging riskier play to build resilience and grit https://t.co/cCkagvGTHw,0.5267,0.319,0.549,0.132,41
440,nytimes,Sun Mar 11 07:28:49 +0000 2018,What to Pack for 36 Hours in Auckland https://t.co/R8wXEH8Hpw,0.0,0.0,1.0,0.0,42
441,nytimes,Sun Mar 11 07:15:08 +0000 2018,Ida B. Wells is considered by historians to have been the most famous black woman in the U.S. during her lifetime.… https://t.co/aoFduRNlyR,0.25,0.087,0.913,0.0,43
442,nytimes,Sun Mar 11 06:51:30 +0000 2018,Make this pot of red beans and rice https://t.co/ABJjSxsnMw https://t.co/yjmbAmYqM9,0.0,0.0,1.0,0.0,44
443,nytimes,Sun Mar 11 06:32:55 +0000 2018,"Michael B. Jordan says his company will adopt inclusion riders, the diversity effort championed by Frances McDorman… https://t.co/MNdDFuMVIt",0.4404,0.196,0.804,0.0,45
444,nytimes,Sun Mar 11 06:16:02 +0000 2018,"Mired in poverty not long ago, Ghana’s economic growth is on track to outpace India’s https://t.co/lJpEBXU7cn",-0.1779,0.131,0.704,0.166,46
445,nytimes,Sun Mar 11 05:58:05 +0000 2018,"Sensing a power grab in China by President Xi Jinping, Chinese students in the U.S. are showing signs of activism f… https://t.co/QImdvZPUZp",0.0,0.0,1.0,0.0,47
446,nytimes,Sun Mar 11 05:36:41 +0000 2018,From everyone cares and everything matters to no one cares and nothing matters. Here are 25 songs that tell us wher… https://t.co/wufZ5kGonc,0.6124,0.299,0.62,0.08,48
447,nytimes,Sun Mar 11 05:18:03 +0000 2018,Clocks spring forward this weekend. Florida never wants them to fall back. https://t.co/AhBfQGFt3t,0.0,0.0,1.0,0.0,49
448,nytimes,Sun Mar 11 05:00:37 +0000 2018,"Fake news on Twitter is 70% more likely to be shared than the truth, researchers at MIT found https://t.co/PDx3HOmyfE",0.1531,0.197,0.672,0.13,50
449,nytimes,Sun Mar 11 04:41:27 +0000 2018,Peter Thiel is leaving Silicon Valley. Will others? https://t.co/0srODDzsRg,0.0,0.0,1.0,0.0,51
450,nytimes,Sun Mar 11 04:24:14 +0000 2018,"The sickle cell mutation arose 7,300 years ago in just one person in West Africa, scientists say. Its purpose: a sh… https://t.co/qpYVUarVZJ",0.0,0.0,1.0,0.0,52
451,nytimes,Sun Mar 11 04:04:46 +0000 2018,A Horse Walked Into a Miami Beach Nightclub. Now Nobody Else Can. https://t.co/kaw0IMzBga,0.0,0.0,1.0,0.0,53
452,nytimes,Sun Mar 11 03:51:34 +0000 2018,"Amazon says it has figured out why its digital assistant, Alexa, has been mysteriously laughing for some users https://t.co/zE07cpOBNV",0.5994,0.224,0.776,0.0,54
453,nytimes,Sun Mar 11 03:33:31 +0000 2018,Violence Strikes a Veterans Program That Strove to Prevent It https://t.co/hvCn5WOiIc,-0.7579,0.075,0.476,0.449,55
454,nytimes,Sun Mar 11 03:22:13 +0000 2018,"“We need your help,” a waitress in a small town whispered to our reporter. Here's what's happening in Madison, Indi… https://t.co/aLpZcnQdEX",0.0,0.0,1.0,0.0,56
455,nytimes,Sun Mar 11 03:02:17 +0000 2018,"Adam Rippon: ""I kind of have a feeling that I’ve used the Olympics to get myself to meet the world"" https://t.co/prxur7Ha0U",0.128,0.073,0.927,0.0,57
456,nytimes,Sun Mar 11 02:46:01 +0000 2018,It’s True: False News Spreads Faster and Wider. And Humans Are to Blame. https://t.co/1tpUTE8QV5,0.1027,0.163,0.698,0.14,58
457,nytimes,Sun Mar 11 02:35:51 +0000 2018,"“It’s sort of disheartening at first to realize how much we humans are responsible,"" one MIT researcher said of fal… https://t.co/6oZXCa5Frp",-0.4754,0.0,0.866,0.134,59
458,nytimes,Sun Mar 11 02:15:05 +0000 2018,"“Somebody must show that the Afro-American race is more sinned against than sinning, and it seems to have fallen up… https://t.co/Qq9akMXkLy",-0.3612,0.0,0.889,0.111,60
459,nytimes,Sun Mar 11 01:45:50 +0000 2018,"After reigning atop the music industry for a decade, Taylor Swift suddenly seems under review https://t.co/3TNDXjLIby",0.2023,0.114,0.886,0.0,61
460,nytimes,Sun Mar 11 01:26:47 +0000 2018,Over the years Frida Kahlo has been associated with a number of unlikely products. But what about a Barbie doll? https://t.co/hmiWCz6VQN,0.0772,0.067,0.933,0.0,62
461,nytimes,Sun Mar 11 01:09:44 +0000 2018,"California Police Officer Killed by Barricaded Gunman, Officials Say https://t.co/r6b4hyKEL3",-0.6705,0.0,0.667,0.333,63
462,nytimes,Sun Mar 11 01:02:02 +0000 2018,The excavation of Rome’s newest subway line has been the gift that keeps on giving for archaeologists https://t.co/cU0L1MwWU1,0.6486,0.249,0.751,0.0,64
463,nytimes,Sun Mar 11 00:43:23 +0000 2018,Opinion: Eyes Here: Weekend Reads From the Opinion Section https://t.co/ANpEESonA0,0.0,0.0,1.0,0.0,65
464,nytimes,Sun Mar 11 00:36:51 +0000 2018,An elaborate system has developed to silence women who level accusations against powerful men. One of those women i… https://t.co/4Dmxpjsgi8,0.128,0.121,0.779,0.1,66
465,nytimes,Sun Mar 11 00:16:18 +0000 2018,The Unbearable Cuteness of Maternity Overalls https://t.co/pfOpGxSbfr,0.5106,0.355,0.645,0.0,67
466,nytimes,Sun Mar 11 00:11:17 +0000 2018,Here’s Cardi B’s “Bodak Yellow” and your 3 minutes 44 seconds of frankness in a year of feminist pandering https://t.co/YVZ4Ae8ODr,0.0,0.0,1.0,0.0,68
467,nytimes,Sat Mar 10 23:50:27 +0000 2018,The ground around San Francisco Bay is sinking to meet the rising sea https://t.co/XOOxtmWNq4,0.0,0.0,1.0,0.0,69
468,nytimes,Sat Mar 10 23:30:13 +0000 2018,Conversations about sex and consent are especially urgent on college campuses. So let’s talk.… https://t.co/C3TkIYwa4O,0.4576,0.235,0.765,0.0,70
469,nytimes,Sat Mar 10 23:15:30 +0000 2018,A Ballet Score? Not Such a Stretch for the Pet Shop Boys https://t.co/3nWpUjVpc3,0.0,0.0,1.0,0.0,71
470,nytimes,Sat Mar 10 23:15:04 +0000 2018,"In Opinion

Op-Ed contributor Rania Abouzeid writes, ""Were his old extremist ideas merely dormant, awaiting activat… https://t.co/QVqFjvudsA",0.0,0.0,1.0,0.0,72
471,nytimes,Sat Mar 10 23:00:15 +0000 2018,Saturday playlist: the 12 new songs you need to hear https://t.co/JENBAmj4JQ,0.0,0.0,1.0,0.0,73
472,nytimes,Sat Mar 10 22:45:04 +0000 2018,Trump’s seemingly unstoppable series of erratic moves has helped cast China as the more stable power in Asia https://t.co/TuHgOajWOE,0.1761,0.117,0.798,0.085,74
473,nytimes,Sat Mar 10 22:30:11 +0000 2018,Millennials are going to great lengths to bring plant life into their homes and work spaces https://t.co/5gpI7gA4mW,0.6249,0.204,0.796,0.0,75
474,nytimes,Sat Mar 10 22:15:05 +0000 2018,"In Opinion

The editorial board writes, ""Nonvoters aren’t protesting anything; they’re just putting their lives and… https://t.co/1PbDgInQwv",-0.4215,0.0,0.851,0.149,76
475,nytimes,Sat Mar 10 22:06:04 +0000 2018,"Two California police officers were shot, one fatally, by a gunman who was barricaded in an apartment https://t.co/PC18ZeDaig",-0.6369,0.0,0.792,0.208,77
476,nytimes,Sat Mar 10 22:00:12 +0000 2018,"Stephen Bannon, the exiled Trump adviser, is done wrecking the American establishment. His next mission? Training E… https://t.co/MqLhX2OI2M",0.0,0.0,1.0,0.0,78
477,nytimes,Sat Mar 10 21:45:09 +0000 2018,"President Trump is strongly considering Christopher P. Liddell, a former executive at Microsoft and General Motors,… https://t.co/3w1XRZiSTh",0.2732,0.123,0.877,0.0,79
478,nytimes,Sat Mar 10 21:34:19 +0000 2018,"RT @jackhealyNYT: This fascinating @samdolnick story makes me want to ask this guy many questions. 

Like, fair enough to ignore D.C. intri…",0.7269,0.33,0.584,0.086,80
479,nytimes,Sat Mar 10 21:31:17 +0000 2018,RT @nytopinion: The list the world needs now. https://t.co/YPlFLe2B4j,0.0,0.0,1.0,0.0,81
480,nytimes,Sat Mar 10 21:30:07 +0000 2018,President Trump is in discussions with a lawyer who represented Bill Clinton during the impeachment process about j… https://t.co/aWitB4FliI,0.0,0.0,1.0,0.0,82
481,nytimes,Sat Mar 10 21:15:05 +0000 2018,Behind-the-scenes activity signals a deepening of the Trump-Kushner business relationship. It also poses potential… https://t.co/IemVcizZ3p,0.0,0.0,1.0,0.0,83
482,nytimes,Sat Mar 10 21:00:16 +0000 2018,"In Opinion
Senior correspondent and editor Susan Chira writes, ""Many women, those who grew up wealthy and those who… https://t.co/KByAgYbcr0",0.3612,0.116,0.884,0.0,84
483,nytimes,Sat Mar 10 20:45:06 +0000 2018,Midwestern farmers could become collateral damage from retaliation against American tariffs https://t.co/oE1FMsiFPD,-0.4939,0.0,0.775,0.225,85
484,nytimes,Sat Mar 10 20:30:17 +0000 2018,"Drew Houston, Dropbox’s chief executive, is set to become the next bona fide tech billionaire https://t.co/Pf0FERTf56",0.0,0.0,1.0,0.0,86
485,nytimes,Sat Mar 10 20:15:07 +0000 2018,Trump has staked his reputation as a deal maker on the presumption that he can personally achieve what no other pre… https://t.co/xvzgwWZlYI,-0.296,0.0,0.901,0.099,87
486,nytimes,Sat Mar 10 20:00:09 +0000 2018,"One year ago today, the invasion of the toddlers https://t.co/Tdov9NdtSA",0.0,0.0,1.0,0.0,88
487,nytimes,Sat Mar 10 19:45:06 +0000 2018,"After a year on the job, Betsy DeVos is learning that leaving school policymaking to the states means not always ge… https://t.co/3lEO7t9XH4",0.0,0.0,1.0,0.0,89
488,nytimes,Sat Mar 10 19:30:14 +0000 2018,Some British schools are encouraging riskier play to build resilience and grit https://t.co/c49lN1yiyO,0.5267,0.319,0.549,0.132,90
489,nytimes,Sat Mar 10 19:15:06 +0000 2018,"Sensing a power grab in China by President Xi Jinping, Chinese students in the U.S. are showing signs of activism f… https://t.co/NkhlyGV6UJ",0.0,0.0,1.0,0.0,91
490,nytimes,Sat Mar 10 19:00:15 +0000 2018,Ida B. Wells was a 30-year-old newspaper editor living in Memphis when she began her anti-lynching campaign… https://t.co/BA3cg7uVPK,0.25,0.111,0.889,0.0,92
491,nytimes,Sat Mar 10 18:45:02 +0000 2018,Man United’s 2-1 triumph at Old Trafford was the perfect José Mourinho victory: one marked by an undeniable effecti… https://t.co/zXGylSVY48,0.7783,0.274,0.726,0.0,93
492,nytimes,Sat Mar 10 18:30:07 +0000 2018,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of mor… https://t.co/jXa3k5EjLP",0.0,0.0,1.0,0.0,94
493,nytimes,Sat Mar 10 18:15:07 +0000 2018,The cement giant Lafarge stayed in Syria when other companies left. Now it is accused of paying off ISIS militants… https://t.co/LnXsqgDwCb,-0.296,0.0,0.901,0.099,95
494,nytimes,Sat Mar 10 18:00:15 +0000 2018,“These regulations were written with human blood.” Safety rules adopted after the Deepwater Horizon disaster are a… https://t.co/KMpCc20r1U,-0.3182,0.122,0.699,0.179,96
495,nytimes,Sat Mar 10 17:50:14 +0000 2018,“He has the privilege of constructing a world in which very little of what he doesn’t have to deal with gets throug… https://t.co/RNbZdS04KW,0.3612,0.106,0.894,0.0,97
496,nytimes,Sat Mar 10 17:45:08 +0000 2018,President Trump will convene with a group of leaders who have criticized his statements and policies on immigration https://t.co/YnZwLDUj9V,-0.3612,0.0,0.872,0.128,98
497,nytimes,Sat Mar 10 17:30:08 +0000 2018,Modern Love wants to hear about how college students handle sexual consent. Share your story. https://t.co/jrU1PE87Tg,0.8074,0.39,0.61,0.0,99
498,nytimes,Sat Mar 10 17:15:02 +0000 2018,"Mired in poverty not long ago, Ghana’s economic growth is on track to outpace India’s https://t.co/4KWVGXkPxH",-0.1779,0.131,0.704,0.166,100
